RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_VOZ_DE_LA_MIXTECA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_voz_de_la_mixteca NP00000 1
Frecuencia_de_FM frecuencia_de_fm NP00000 1
o o CC 0.999864
de de SP 0.999961
AM am NP00000 1
, , Fc 1
esto este PD00S00 1
es ser VSIP3S0 1
, , Fc 1
conforme_a conforme_a SP 1
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
publicadas publicar VMP00PF 1
en en SP 1
el el DA0MS0 1
Programa programa NP00000 1
2015 2015 Z 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
en en SP 1
los el DA0MP0 0.992728
rangos rango NCMP000 1
de de SP 0.999961
frecuencia frecuencia NCFS000 1
siguientes siguiente AQ0CP00 1
: : Fd 1
a a SP 0.998775
) ) Fpt 1
Frecuencia_Modulada frecuencia_modulada NP00000 1
( ( Fpa 1
FM fm NP00000 0.47288
) ) Fpt 1
: : Fd 1
88 88 Z 1
MHz mhz NP00000 1
a a SP 0.998775
106 106 Z 1
MHz mhz NP00000 1
. . Fp 1

b b NCFS000 1
) ) Fpt 1
Amplitud_Modulada amplitud_modulada NP00000 1
( ( Fpa 1
AM am NP00000 0.309655
) ) Fpt 1
: : Fd 1
535 535 Z 1
kHz khz NCFS000 0.515128
a a SP 0.998775
1,605 1.605 Z 1
kHz khz NCFS000 0.515128
. . Fp 1
” ” Frc 1
[ [ Fca 1
Énfasis énfasis NCMN000 0.668984
añadido añadir VMP00SM 0.992958
] ] Fct 1
No_obstante no_obstante NP00000 1
la el DA0FS0 0.98926
reserva reserva NCCS000 0.834586
antes antes RG 1
mencionada mencionar VMP00SF 1
, , Fc 1
los el DA0MP0 0.992728
interesados interesar VMP00PM 0.980769
podrán poder VMIF3P0 1
solicitar solicitar VMN0000 1
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitaria comunitario AQ0FS00 1
e y CC 0.987994
indígena indígena AQ0CS00 0.425847
en en SP 1
el el DA0MS0 1
resto resto NCMS000 0.998634
de de SP 0.999961
la el DA0FS0 0.98926
banda banda NCFS000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
de de SP 0.999961
FM fm NP00000 1
, , Fc 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
las el DA0FP0 0.988184
frecuencias frecuencia NCFP000 1
publicadas publicar VMP00PF 1
; ; Fx 1
asimismo asimismo RG 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
3.5 3.5 Z 1
de de SP 1
el el DA0MS0 1
Programa_Anual programa_anual NP00000 1
2015 2015 Z 1
prevé prever VMIP3S0 0.967836
que que CS 0.449861
los el DA0MP0 0.992728
interesados interesar VMP00PM 0.980769
en en SP 1
obtener obtener VMN0000 1
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitaria comunitario AQ0FS00 1
o o CC 0.999864
indígena indígena AQ0CS00 0.425847
deberán deber VMIF3P0 1
presentar presentar VMN0000 1
su su DP3CSN 1
solicitud solicitud NCFS000 1
en en SP 1
los el DA0MP0 0.992728
periodos periodo NCMP000 1
segundo 2 AO0MS00 0.901147
y y CC 0.999989
tercero 3 AO0MS00 0.993421
previstos prever VMP00PM 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
3.4 3.4 Z 1
, , Fc 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
3.5 3.5 Z 1
. . Fp 1

Las el DA0FP0 0.988184
solicitudes solicitud NCFP000 1
de de SP 0.999961
concesiones concesión NCFP000 1
de de SP 0.999961
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitarias comunitario AQ0FP00 1
e y CC 0.987994
indígenas indígena AQ0CP00 0.403846
para para SP 0.999834
prestar prestar VMN0000 1
servicios servicio NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
deberán deber VMIF3P0 1
presentar presentar VMN0000 1
se se PP3CN00 1
en en SP 1
los el DA0MP0 0.992728
periodos periodo NCMP000 1
segundo 2 AO0MS00 0.901147
y y CC 0.999989
tercero 3 AO0MS00 0.993421
previstos prever VMP00PM 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
anterior anterior AQ0CS00 1
. . Fp 1
” ” Frc 1
Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
85 85 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
prevé prever VMIP3S0 0.967836
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
mínimos mínimo AQ0MP00 0.261905
que que CS 0.449861
cualquier cualquiera DI0CS0 1
interesado interesar VMP00SM 0.97619
deberá deber VMIF3S0 1
satisfacer satisfacer VMN0000 1
para para SP 0.999834
la el DA0FS0 0.98926
asignación asignación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
para para SP 0.999834
usar usar VMN0000 1
, , Fc 1
aprovechar aprovechar VMN0000 1
o o CC 0.999864
explotar explotar VMN0000 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
: : Fd 1
“ “ Fra 1
Artículo artículo NCMS000 0.668984
85 85 Z 1
. . Fp 1

Para para SP 0.999834
la el DA0FS0 0.98926
asignación asignación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
para para SP 0.999834
usar usar VMN0000 1
, , Fc 1
aprovechar aprovechar VMN0000 1
o o CC 0.999864
explotar explotar VMN0000 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
o o CC 0.999864
social social AQ0CS00 0.998783
, , Fc 1
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
deberá deber VMIF3S0 1
presentar presentar VMN0000 1
ante ante SP 0.999744
el el DA0MS0 1
Instituto instituto NP00000 1
solicitud solicitud NCFS000 1
que que PR0CN00 0.550139
contenga contener VMSP3S0 0.634863
a a SP 1
el el DA0MS0 1
menos menos RG 0.990694
la el DA0FS0 0.98926
siguiente siguiente AQ0CS00 1
información información NCFS000 1
: : Fd 1
Nombre nombre NCMS000 0.993798
y y CC 0.999989
domicilio domicilio NCMS000 0.995868
de de SP 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
; ; Fx 1
II ii NP00000 1
. . Fp 1

Los el DA0MP0 0.992728
servicios servicio NCMP000 1
que que PR0CN00 0.550139
desea desear VMIP3S0 0.987805
prestar prestar VMN0000 1
; ; Fx 1
III iii NP00000 1
. . Fp 1

Justificación justificación NP00000 0.331016
de de SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
o o CC 0.999864
social social AQ0CS00 0.998783
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
; ; Fx 1
IV iv NP00000 1
. . Fp 1

Las el DA0FP0 0.988184
especificaciones especificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
; ; Fx 1
V._Los v._los NP00000 1
programas programa NCMP000 0.996795
y y CC 0.999989
compromisos compromiso NCMP000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
y y CC 0.999989
calidad calidad NCFS000 1
; ; Fx 1
VI vi NP00000 1
. . Fp 1

El el DA0MS0 1
proyecto proyecto NCMS000 0.999084
a a SP 0.998775
desarrollar desarrollar VMN0000 1
, , Fc 1
acorde acorde NCMS000 0.638641
a a SP 0.998775
las el DA0FP0 0.988184
características característica NCFP000 0.994792
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
obtener obtener VMN0000 1
, , Fc 1
y y CC 0.999989
VII vii NP00000 1
. . Fp 1

La el DA0FS0 0.98926
documentación documentación NCFS000 1
que que PR0CN00 0.550139
acredite acreditar VMSP3S0 0.634861
su su DP3CSN 1
capacidad capacidad NCFS000 1
técnica técnico AQ0FS00 0.294798
, , Fc 1
económica económico AQ0FS00 1
, , Fc 1
jurídica jurídico AQ0FS00 1
y y CC 0.999989
administrativa administrativo AQ0FS00 0.661294
, , Fc 1
atendiendo atender VMG0000 1
la el DA0FS0 0.98926
naturaleza naturaleza NCFS000 1
de de SP 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
fuente fuente NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
recursos recurso NCMP000 1
financieros financiero AQ0MP00 0.987805
para para SP 0.999834
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
y y CC 0.999989
operación operación NCFS000 1
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
. . Fp 1

Tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
solicitudes solicitud NCFP000 1
de de SP 0.999961
concesión concesión NCFS000 1
de de SP 0.999961
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitarias comunitario AQ0FP00 1
, , Fc 1
se se P00CN00 0.494509
deberá deber VMIF3S0 1
acreditar acreditar VMN0000 1
ante ante SP 0.999744
el el DA0MS0 1
Instituto instituto NP00000 1
que que CS 0.449861
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
constituido constituir VMP00SM 1
en en SP 1
una uno DI0FS0 0.951973
asociación asociación NCFS000 1
civil civil AQ0CS00 0.997788
sin sin SP 1
fines fin NCMP000 0.994186
de de SP 0.999961
lucro lucro NCMS000 0.989726
. . Fp 1

El el DA0MS0 1
Instituto instituto NP00000 1
determinará determinar VMIF3S0 1
mediante mediante SP 0.99763
lineamientos lineamiento NCMP000 1
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
los el DA0MP0 0.992728
términos término NCMP000 1
en en SP 1
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
acreditar acreditar VMN0000 1
se se PP3CN00 1
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
previstos prever VMP00PM 1
en en SP 1
este este DD0MS0 0.949201
artículo artículo NCMS000 1
y y CC 0.999989
, , Fc 1
en en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
concesiones concesión NCFP000 1
comunitarias comunitario AQ0FP00 1
e y CC 0.987994
indígenas indígena AQ0CP00 0.403846
, , Fc 1
estará estar VMIF3S0 0.996988
obligado obligar VMP00SM 0.994186
a a SP 0.998775
prestar prestar VMN0000 1
asistencia asistencia NCFS000 1
técnica técnico AQ0FS00 0.294798
para para SP 0.999834
facilitar facilitar VMN0000 1
les le PP3CPD0 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
dichos decir VMP00PM 0.97619
requisitos requisito NCMP000 0.98913
, , Fc 1
los el DA0MP0 0.992728
cuales cual PR0CP00 1
serán ser VSIF3P0 1
acordes acorde AQ0CP00 0.511372
a a SP 0.998775
las el DA0FP0 0.988184
formas forma NCFP000 0.960993
de de SP 0.999961
organización organización NCFS000 1
social social AQ0CS00 0.998783
y y CC 0.999989
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
de de SP 0.999961
los el DA0MP0 0.992728
pueblos pueblo NCMP000 1
y y CC 0.999989
comunidades comunidad NCFP000 1
indígenas indígena AQ0CP00 0.403846
. . Fp 1

… … Fz 1
” ” Frc 1
Asimismo asimismo RG 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
85 85 Z 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
determinará determinar VMIF3S0 1
mediante mediante SP 0.99763
lineamientos lineamiento NCMP000 1
de de SP 0.999961
carácter carácter NCMS000 1
general general AQ0CS00 0.826212
los el DA0MP0 0.992728
términos término NCMP000 1
en en SP 1
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
acreditar acreditar VMN0000 1
se se PP3CN00 1
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
establecidos establecer VMP00PM 1
para para SP 0.999834
la el DA0FS0 0.98926
asignación asignación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
; ; Fx 1
en en SP 1
este este DD0MS0 0.949201
sentido sentido NCMS000 0.940835
, , Fc 1
los el DA0MP0 0.992728
Lineamientos lineamientos NP00000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Antecedente_V antecedente_v NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
establecen establecer VMIP3P0 1
los el DA0MP0 0.992728
términos término NCMP000 1
mediante mediante SP 0.99763
los el DA0MP0 0.992728
cuales cual PR0CP00 1
deberán deber VMIF3P0 1
ser ser VSN0000 0.959637
acreditados acreditar VMP00PM 0.623747
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
previstos prever VMP00PM 1
por por SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
85 85 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
para para SP 0.999834
la el DA0FS0 0.98926
asignación asignación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
para para SP 0.999834
usar usar VMN0000 1
, , Fc 1
aprovechar aprovechar VMN0000 1
o o CC 0.999864
explotar explotar VMN0000 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
o o CC 0.999864
social social AQ0CS00 0.998783
. . Fp 1

Finalmente finalmente RG 1
, , Fc 1
este este DD0MS0 0.949201
numeral numeral NCMS000 0.349312
dispone disponer VMIP3S0 1
que que CS 0.449861
para para SP 0.999834
una uno DI0FS0 0.951973
concesión concesión NCFS000 1
de de SP 0.999961
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitaria comunitario AQ0FS00 1
, , Fc 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
debe deber VMIP3S0 0.998712
acreditar acreditar VMN0000 1
que que CS 0.449861
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
constituido constituir VMP00SM 1
en en SP 1
una uno DI0FS0 0.951973
asociación asociación NCFS000 1
civil civil AQ0CS00 0.997788
sin sin SP 1
fines fin NCMP000 0.994186
de de SP 0.999961
lucro lucro NCMS000 0.989726
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1
- - Fg 1
Análisis_de_la_Solicitud_de_Concesión análisis_de_la_solicitud_de_concesión NP00000 1
. . Fp 1

De de SP 0.999961
la el DA0FS0 0.98926
revisión revisión NCFS000 1
efectuada efectuar VMP00SF 1
a a SP 0.998775
la el DA0FS0 0.98926
documentación documentación NCFS000 1
presentada presentar VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
solicitante solicitante NCCS000 0.97619
, , Fc 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
legales legal AQ0CP00 0.993827
en en SP 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
: : Fd 1
En en SP 1
primer 1 AO0MS00 1
lugar lugar NCMS000 1
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
fue ser VSIS3S0 0.980739
presentada presentar VMP00SF 1
ante ante SP 0.999744
la el DA0FS0 0.98926
oficialía oficialía NCFS000 1
de de SP 0.999961
partes parte NCCP000 0.997076
de de SP 0.999961
este este DD0MS0 0.949201
Instituto instituto NP00000 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
por por SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
87 87 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
es ser VSIP3S0 1
decir decir VMN0000 0.998575
, , Fc 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
plazos plazo NCMP000 1
establecidos establecer VMP00PM 1
en en SP 1
el el DA0MS0 1
programa programa NCMS000 0.997879
anual anual AQ0CS00 1
de de SP 0.999961
uso uso NCMS000 0.998047
y y CC 0.999989
aprovechamiento aprovechamiento NCMS000 1
de de SP 0.999961
bandas banda NCFP000 1
de de SP 0.999961
frecuencias frecuencia NCFP000 1
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

En en SP 1
particular particular AQ0CS00 0.827869
, , Fc 1
de_acuerdo_con de_acuerdo_con SP 1
lo el DA00S0 0.665165
indicado indicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Antecedente_VI antecedente_vi NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
se se P00CN00 0.494509
presentó presentar VMIS3S0 1
dentro_de dentro_de SP 1
el el DA0MS0 1
tercer 3 AO0MS00 1
periodo periodo NCMS000 1
establecido establecer VMP00SM 1
por por SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
3.4 3.4 Z 1
. . Fp 1
de de SP 1
el el DA0MS0 1
Programa_Anual programa_anual NP00000 1
2015 2015 Z 1
en en SP 1
relación relación NCFS000 1
con con SP 1
lo el DA00S0 0.665165
previsto prever VMP00SM 1
en en SP 1
el el DA0MS0 1
numeral numeral AQ0CS00 0.650688
3.5 3.5 Z 1
que que PR0CN00 0.550139
indica indicar VMIP3S0 0.995495
que que CS 0.449861
tratando tratar VMG0000 1
se se PP3CN00 1
de de SP 0.999961
concesiones concesión NCFP000 1
de de SP 0.999961
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
comunitarias comunitario AQ0FP00 1
para para SP 0.999834
prestar prestar VMN0000 1
servicios servicio NCMP000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
deben deber VMIP3P0 1
presentar presentar VMN0000 1
se se PP3CN00 1
en en SP 1
los el DA0MP0 0.992728
periodos periodo NCMP000 1
segundo 2 AO0MS00 0.901147
y y CC 0.999989
tercero 3 AO0MS00 0.993421
que que PR0CN00 0.550139
prevé prever VMIP3S0 0.967836
el el DA0MS0 1
propio propio AQ0MS00 0.998575
numeral numeral NCMS000 0.349312
3.4 3.4 Z 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
el el DA0MS0 1
solicitante solicitante NCCS000 0.97619
adjuntó adjuntar VMIS3S0 1
el el DA0MS0 1
comprobante comprobante NCMS000 1
de de SP 0.999961
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
a a SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
referían referir VMII3P0 1
las el DA0FP0 0.988184
disposiciones disposición NCFP000 1
vigentes vigente AQ0CP00 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
, , Fc 1
esto este PD00S00 1
es ser VSIP3S0 1
, , Fc 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
124 124 Z 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
130 130 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Derechos ley_federal_de_derechos NP00000 1
, , Fc 1
por por SP 1
concepto concepto NCMS000 1
de de SP 0.999961
estudio estudio NCMS000 0.97043
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
y y CC 0.999989
de de SP 0.999961
la el DA0FS0 0.98926
documentación documentación NCFS000 1
inherente inherente AQ0CS00 1
a a SP 0.998775
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
, , Fc 1
por por SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
permisos permiso NCMP000 1
para para SP 0.999834
establecer establecer VMN0000 1
estaciones estación NCFP000 0.992424
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
dado_que dado_que CS 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
fue ser VSIS3S0 0.980739
realizada realizar VMP00SF 1
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
en en SP 1
frecuencia frecuencia NCFS000 1
modulada modular VMP00SF 1
en en SP 1
las el DA0FP0 0.988184
localidades localidad NCFP000 1
Santiago_Juxtlahuaca santiago_juxtlahuaca NP00000 1
, , Fc 1
San_Sebastián_Tecomaxtlahuaca san_sebastián_tecomaxtlahuaca NP00000 1
y y CC 0.999989
Silacayoapan silacayoapan NP00000 1
de de SP 1
el el DA0MS0 1
estado estado NCMS000 0.647596
de de SP 0.999961
Oaxaca oaxaca NP00000 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
98.3 98.3 Z 1
MHz mhz NP00000 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
71 71 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
tabla tabla NCFS000 1
de de SP 0.999961
“ “ Fra 1
Frecuencias_FM frecuencias_fm NP00000 1
para para SP 0.999834
concesiones concesión NCFP000 1
de de SP 0.999961
uso uso NCMS000 0.998047
social social AQ0CS00 0.998783
” ” Frc 1
de de SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
2.3.2 2.3.2 Z 1
de de SP 1
el el DA0MS0 1
Programa_Anual programa_anual NP00000 1
2015 2015 Z 1
y y CC 0.999989
, , Fc 1
toda todo DI0FS0 0.984467
vez vez NCFS000 1
que que PR0CN00 0.550139
existe existir VMIP3S0 0.997925
registro registro NCMS000 0.992958
de de SP 0.999961
otro otro PI0MS00 0.341499
interesado interesar VMP00SM 0.97619
para para SP 0.999834
obtener obtener VMN0000 1
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
referida referir VMP00SF 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
oficio oficio NCMS000 0.986111
IFT/223/UCS/DG-CRAD/1565/2016 IFT/223/UCS/DG-CRAD/1565/2016 Z 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
31_de_mayo_de_2016 [??:31/5/2016:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
