RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_AUTORIZA_LA_MODIFICACIÓN_A_LAS_CARACTERÍSTICAS_TÉCNICAS_DE_LA_ESTACIÓN_DE_RADIODIFUSIÓN_SONORA_CON_DISTINTIVO_DE_LLAMADA_XHLIA-FM_QUE_OPERA_LA_FRECUENCIA resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_autoriza_la_modificación_a_las_características_técnicas_de_la_estación_de_radiodifusión_sonora_con_distintivo_de_llamada_xhlia-fm_que_opera_la_frecuencia NP00000 1
concesión concesión NCFS000 1
o o CC 0.999864
autorización autorización NCFS000 1
que que PR0CN00 0.550139
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
el el DA0MS0 1
IFT ift NP00000 1
otorgue otorgar VMSP3S0 0.634863
. . Fp 1
” ” Frc 1
” ” Frc 1
Énfasis énfasis NCMN000 0.668984
añadido añadir VMP00SM 0.992958
. . Fp 1

Derivado derivar VMP00SM 0.623688
de de SP 0.999961
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
15 15 Z 1
, , Fc 1
fracción fracción NCFS000 1
VIII viii NP00000 1
, , Fc 1
16 16 Z 1
y y CC 0.999989
17 17 Z 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
99 99 Z 1
y y CC 0.999989
100 100 Z 1
la el DA0FS0 0.98926
Ley ley NP00000 1
en en SP 1
relación relación NCFS000 1
con con SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
29 29 Z 1
, , Fc 1
fracción fracción NCFS000 1
VII_de_el_Estatuto_Orgánico_de_el_Instituto vii_de_el_estatuto_orgánico_de_el_instituto NP00000 1
, , Fc 1
el el DA0MS0 1
Pleno pleno NP00000 1
de de SP 0.999961
este este DD0MS0 0.949201
órgano órgano NCMS000 1
constitucional constitucional AQ0CS00 1
autónomo autónomo AQ0MS00 0.980769
determina determinar VMIP3S0 0.989241
factible factible AQ0CS00 1
el el DA0MS0 1
monto monto NCMS000 0.939852
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
complementaria complementario AQ0FS00 1
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
cubrir cubrir VMN0000 1
el el DA0MS0 1
Concesionario concesionario NP00000 1
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
la el DA0FS0 0.98926
Solicitud solicitud NP00000 1
de de SP 0.999961
modificación modificación NCFS000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
es ser VSIP3S0 1
por por SP 1
la el DA0FS0 0.98926
cantidad cantidad NCFS000 1
de de SP 0.999961
$84,848 $84,848 Z 1
( ( Fpa 1
Ochenta_y_cuatro_mil_ochocientos_cuarenta_y_ocho_pesos $_CUP:84848 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
ser ser VSN0000 0.959637
cubierta cubrir VMP00SF 0.455357
en en SP 1
una uno DI0FS0 0.951973
sola solo AQ0FS00 1
exhibición exhibición NCFS000 1
. . Fp 1

Para para SP 0.999834
dichos decir VMP00PM 0.97619
efectos efecto NCMP000 1
, , Fc 1
el el DA0MS0 1
Concesionario concesionario NP00000 1
contarán contar VMIF3P0 1
con con SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
30 30 Z 1
( ( Fpa 1
treinta 30 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
improrrogables improrrogable AQ0CP00 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
el el DA0MS0 1
día día NCMS000 1
siguiente siguiente AQ0CS00 1
a a SP 0.998775
la el DA0FS0 0.98926
fecha fecha NCFS000 0.990741
de de SP 0.999961
notificación notificación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
resolución resolución NCFS000 1
, , Fc 1
para para SP 0.999834
exhibir exhibir VMN0000 1
ante ante SP 0.999744
este este DD0MS0 0.949201
Instituto instituto NP00000 1
el el DA0MS0 1
comprobante comprobante NCMS000 1
de de SP 0.999961
pago pago NCMS000 0.995283
con con SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
acredite acreditar VMSP3S0 0.634861
haber haber VAN0000 0.987521
realizado realizar VMP00SM 1
el el DA0MS0 1
entero entero AQ0MS00 0.773585
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
que que PR0CN00 0.550139
ha haber VAIP3S0 0.999889
quedado quedar VMP00SM 1
determinada determinar VMP00SF 1
. . Fp 1

Una uno DI0FS0 0.951973
vez vez NCFS000 1
acreditado acreditar VMP00SM 0.623747
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
complementaria complementario AQ0FS00 1
referida referir VMP00SF 1
, , Fc 1
surtirá surtir VMIF3S0 1
efectos efecto NCMP000 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
que que PR0CN00 0.550139
autoriza autorizar VMIP3S0 0.989241
la el DA0FS0 0.98926
modificación modificación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
parámetros parámetro NCMP000 1
técnicos técnico AQ0MP00 0.287234
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
XHLIA-FM xhlia-fm NP00000 1
, , Fc 1
que que PR0CN00 0.550139
opera operar VMIP3S0 0.986111
la el DA0FS0 0.98926
frecuencia frecuencia NCFS000 1
93.1 93.1 Z 1
MHz mhz NP00000 1
cuya cuyo PR0FS00 1
población población NCFS000 1
principal principal AQ0CS00 0.984551
a a SP 0.998775
servir servir VMN0000 1
es ser VSIP3S0 1
Morelia_Michoacán morelia_michoacán NP00000 1
. . Fp 1

Finalmente finalmente RG 1
, , Fc 1
es ser VSIP3S0 1
importante importante AQ0CS00 1
señalar señalar VMN0000 1
que que CS 0.449861
este este DD0MS0 0.949201
Instituto instituto NP00000 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
imposibilitado imposibilitar VMP00SM 0.623747
para para SP 0.999834
autorizar autorizar VMN0000 1
el el DA0MS0 1
pago pago NCMS000 0.995283
en en SP 1
parcialidades parcialidad NCFP000 1
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
que que PR0CN00 0.550139
ha haber VAIP3S0 0.999889
quedado quedar VMP00SM 1
determinada determinar VMP00SF 1
considerando considerar VMG0000 0.813333
que que CS 0.449861
la el DA0FS0 0.98926
naturaleza naturaleza NCFS000 1
jurídica jurídico AQ0FS00 1
de de SP 0.999961
las el DA0FP0 0.988184
contraprestaciones contraprestación NCFP000 1
por por SP 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 1
el el DA0MS0 1
espectro espectro NCMS000 1
radioeléctrico radioeléctrico AQ0MS00 1
en en SP 1
la el DA0FS0 0.98926
modalidad modalidad NCFS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
, , Fc 1
así_como así_como CC 1
, , Fc 1
la el DA0FS0 0.98926
de de SP 0.999961
su su DP3CSN 1
prorroga prorrogar VMIP3S0 0.989225
o o CC 0.999864
, , Fc 1
autorización autorización NCFS000 1
de de SP 0.999961
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
, , Fc 1
corresponde corresponder VMIP3S0 0.996183
a a SP 0.998775
la el DA0FS0 0.98926
de de SP 0.999961
aprovechamientos aprovechamiento NCMP000 1
, , Fc 1
tanto tanto RG 0.806143
en en SP 1
su su DP3CSN 1
configuración configuración NCFS000 1
jurídica jurídico AQ0FS00 1
, , Fc 1
como como CS 0.967153
en en SP 1
su su DP3CSN 1
tratamiento tratamiento NCMS000 1
financiero financiero AQ0MS00 0.712766
, , Fc 1
acorde acorde AQ0CS00 0.361359
a a SP 0.998775
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
por por SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
10 10 Z 1
y y CC 0.999989
12 12 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_de_Ingresos_para_el_Ejercicio_Fiscal ley_de_ingresos_para_el_ejercicio_fiscal NP00000 1
2016 2016 Z 1
y y CC 0.999989
3 3 Z 1
° ° Fz 1
de de SP 1
el el DA0MS0 1
Código_Fiscal_de_la_Federación código_fiscal_de_la_federación NP00000 1
; ; Fx 1
en en SP 1
ese ese DD0MS0 0.966694
sentido sentido NCMS000 0.940835
, , Fc 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
hace hacer VMIP3S0 1
a a SP 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
, , Fc 1
esta este PD0FS00 0.0211835
debe deber VMIP3S0 0.998712
realizar realizar VMN0000 1
se se PP3CN00 1
en en SP 1
una uno DI0FS0 0.951973
sola solo AQ0FS00 1
exhibición exhibición NCFS000 1
. . Fp 1

Dicho decir VMP00SM 0.994334
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
con con SP 1
fundamento fundamento NCMS000 0.97619
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6 6 Z 1
apartado apartado NCMS000 0.663043
B b NP00000 1
, , Fc 1
fracción fracción NCFS000 1
III iii NP00000 1
, , Fc 1
28 28 Z 1
párrafos párrafo NCMP000 1
décimo décimo NCMS000 0.392601
quinto 5 AO0MS00 0.73057
y y CC 0.999989
décimo 10 AO0MS00 0.607399
Séptimo séptimo NP00000 1
, , Fc 1
así_como así_como CC 1
artículo artículo NCMS000 1
Séptimo_Transitorio séptimo_transitorio NP00000 1
de de SP 1
el el DA0MS0 1
“ “ Fra 1
Decreto decreto NCMS000 0.988439
por por SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
reforman reformar VMIP3P0 1
y y CC 0.999989
adicionan adicionar VMIP3P0 1
diversas diverso DI0FP0 0.805344
disposiciones disposición NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
6o 6o Z 1
. . Fp 1
, , Fc 1
7o 7o Z 1
. . Fp 1
, , Fc 1
27 27 Z 1
, , Fc 1
28 28 Z 1
, , Fc 1
73 73 Z 1
, , Fc 1
78 78 Z 1
, , Fc 1
94 94 Z 1
y y CC 0.999989
105 105 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Constitución_Política_de_los_Estados_Unidos_Mexicanos constitución_política_de_los_estados_unidos_mexicanos NP00000 1
, , Fc 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
” ” Frc 1
, , Fc 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Diario_Oficial_de_la_Federación diario_oficial_de_la_federación NP00000 1
el el DA0MS0 1
11_de_junio_de_2013 [??:11/6/2013:??.??:??] W 1
; ; Fx 1
7 7 Z 1
, , Fc 1
15 15 Z 1
, , Fc 1
fracción fracción NCFS000 1
VIII viii NP00000 1
, , Fc 1
16 16 Z 1
y y CC 0.999989
17 17 Z 1
, , Fc 1
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
99 99 Z 1
, , Fc 1
100 100 Z 1
, , Fc 1
155 155 Z 1
y y CC 0.999989
156 156 Z 1
, , Fc 1
así_como así_como CC 1
Tercero tercero NP00000 1
y y CC 0.999989
Sexto_Transitorios_de_la_Ley_Federal_de_Telecomunicaciones sexto_transitorios_de_la_ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
; ; Fx 1
41 41 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Radio ley_federal_de_radio NP00000 1
y y CC 0.999989
Televisión televisión NP00000 1
; ; Fx 1
Capitulo capitulo NP00000 1
10 10 Z 1
, , Fc 1
numerales numeral NCMP000 0.372522
10.3 10.3 Z 1
y y CC 0.999989
10.4 10.4 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
“ “ Fra 1
Norma_Oficial_Mexicana norma_oficial_mexicana NP00000 1
, , Fc 1
NOM-02-SCT1-93 NOM-02-SCT1-93 Z 1
, , Fc 1
Especificaciones especificaciones NP00000 1
y y CC 0.999989
requerimientos requerimiento NCMP000 1
para para SP 0.999834
la el DA0FS0 0.98926
instalación instalación NCFS000 1
y y CC 0.999989
operación operación NCFS000 1
de de SP 0.999961
estaciones estación NCFP000 0.992424
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
sonora sonoro AQ0FS00 1
en en SP 1
la el DA0FS0 0.98926
banda banda NCFS000 1
de de SP 0.999961
88 88 Z 1
a a SP 0.998775
108 108 Z 1
MHz mhz NP00000 1
, , Fc 1
con con SP 1
portadora portador NCFS000 0.338823
principal principal AQ0CS00 0.984551
modulada modular VMP00SF 1
en en SP 1
frecuencia frecuencia NCFS000 1
” ” Frc 1
; ; Fx 1
“ “ Fra 1
Disposición_Técnica disposición_técnica NP00000 1
IFT-002-2016 IFT-002-2016 Z 1
, , Fc 1
Especificaciones especificaciones NP00000 1
y y CC 0.999989
Requerimientos_para_la_Instalación requerimientos_para_la_instalación NP00000 1
y y CC 0.999989
Operación_de_las_Estaciones_de_Radiodifusión_Sonora operación_de_las_estaciones_de_radiodifusión_sonora NP00000 1
en en SP 1
Frecuencia_Modulada frecuencia_modulada NP00000 1
en en SP 1
la el DA0FS0 0.98926
banda banda NCFS000 1
de de SP 0.999961
88 88 Z 1
MHz mhz NP00000 1
a a SP 0.998775
108 108 Z 1
MHz mhz NP00000 1
” ” Frc 1
; ; Fx 1
1 1 Z 1
, , Fc 1
3 3 Z 1
y y CC 0.999989
16 16 Z 1
fracción fracción NCFS000 1
X_de_la_Ley_Federal_de_Procedimiento_Administrativo x_de_la_ley_federal_de_procedimiento_administrativo NP00000 1
; ; Fx 1
1 1 Z 1
, , Fc 1
4 4 Z 1
fracción fracción NCFS000 1
V v NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
iii iii NCCS000 0.174057
) ) Fpt 1
; ; Fx 1
1 1 Z 1
, , Fc 1
4 4 Z 1
fracción fracción NCFS000 1
V v NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
iii iii RG 0.630556
) ) Fpt 1
, , Fc 1
27 27 Z 1
, , Fc 1
29 29 Z 1
, , Fc 1
fracción fracción NCFS000 1
VII vii NP00000 1
, , Fc 1
32 32 Z 1
y y CC 0.999989
34 34 Z 1
, , Fc 1
fracción fracción NCFS000 1
XIV_de_el_Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones xiv_de_el_estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
; ; Fx 1
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
aprueba aprobar VMIP3S0 0.989241
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
: : Fd 1
RESOLUTIVOS_PRIMERO resolutivos_primero NP00000 1
. . Fp 1

Se se P00CN00 0.494509
autoriza autorizar VMIP3S0 0.989241
a a SP 0.998775
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
, , Fc 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
: : Fd 1
ubicación ubicación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
antena antena NCFS000 1
y y CC 0.999989
planta planta NCFS000 0.948498
transmisora transmisor AQ0FS00 0.361294
, , Fc 1
potencia potencia NCFS000 0.98374
de de SP 0.999961
operación operación NCFS000 1
, , Fc 1
altura altura NCFS000 1
de de SP 1
el el DA0MS0 1
centro centro NCMS000 0.999117
eléctrico eléctrico AQ0MS00 1
sobre sobre SP 0.997804
el el DA0MS0 1
lugar lugar NCMS000 1
de de SP 0.999961
instalación instalación NCFS000 1
, , Fc 1
altura altura NCFS000 1
de de SP 1
el el DA0MS0 1
centro centro NCMS000 0.999117
de de SP 0.999961
radiación radiación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
antena antena NCFS000 1
con_relación_a con_relación_a SP 1
el el DA0MS0 1
terreno terreno NCMS000 0.997238
promedio promedio NCMS000 0.991803
entre entre SP 0.980341
3 3 Z 1
y y CC 0.999989
16_Km LN_km:16 Zu 1
, , Fc 1
así_como así_como CC 1
, , Fc 1
inclinación inclinación NCFS000 1
de de SP 1
el el DA0MS0 1
haz haz NCMS000 0.689334
eléctrico eléctrico AQ0MS00 1
, , Fc 1
para para SP 0.999834
la el DA0FS0 0.98926
operación operación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
estación estación NCFS000 1
con con SP 1
distintivo distintivo NCMS000 0.97619
de de SP 0.999961
llamada llamada NCFS000 0.480159
XHLIA-FM_de_Morelia xhlia-fm_de_morelia NP00000 1
, , Fc 1
Michoacán michoacán NP00000 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
operar operar VMN0000 1
de_acuerdo_con de_acuerdo_con SP 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
características característica NCFP000 0.994792
y y CC 0.999989
especificaciones especificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
: : Fd 1
Frecuencia frecuencia NCFS000 0.668984
: : Fd 1
93.1 93.1 Z 1
MHz_Distintivo mhz_distintivo NP00000 1
de de SP 0.999961
llamada llamada NCFS000 0.480159
: : Fd 1
XHLIA-FM_Población xhlia-fm_población NP00000 1
principal principal AQ0CS00 0.984551
a a SP 0.998775
servir servir VMN0000 1
: : Fd 1
Morelia morelia NP00000 1
, , Fc 1
Michoacán michoacán NP00000 1
. . Fp 1

Potencia potencia NCFS000 0.975806
radiada radiar VMP00SF 1
aparente aparente AQ0CS00 0.976068
( ( Fpa 1
PRA pra NP00000 1
) ) Fpt 1
: : Fd 1
25.00 25.00 Z 1
kW k_w NCFS000 1
Sistema sistema NP00000 1
radiador radiador NCMS000 1
: : Fd 1
No no RN 0.999263
direccional direccional AQ0CS00 1
( ( Fpa 1
ND nd NP00000 0.47288
) ) Fpt 1
Horario horario NP00000 1
de de SP 0.999961
funcionamiento funcionamiento NCMS000 1
: : Fd 1
Las el DA0FP0 0.988184
24_horas TM_h:24 Zu 1
Ubicación ubicación NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
planta planta NCFS000 0.948498
transmisora transmisor AQ0FS00 0.361294
: : Fd 1
Rancho_Las_Flores rancho_las_flores NP00000 1
, , Fc 1
Calle_Fresno_S calle_fresno_s NP00000 1
/ / Fh 1
N n NP00000 1
, , Fc 1
Comunidad_San_Agustín_de_el_Cerro comunidad_san_agustín_de_el_cerro NP00000 1
, , Fc 1
Morelia morelia NP00000 1
, , Fc 1
Michoacán michoacán NP00000 1
, , Fc 1
C.P. c.p. NP00000 1
58338 58338 Z 1
. . Fp 1

Coordenadas_Geográficas coordenadas_geográficas NP00000 1
: : Fd 1
L.N. l.n. NP00000 1
19 19 Z 1
° ° Fz 1
43 43 Z 1
’ ’ Frc 1
21.27 21.27 Z 1
” ” Frc 1
y y CC 0.999989
L.W. l.w. NP00000 1
101 101 Z 1
° ° Fz 1
16 16 Z 1
’ ’ Frc 1
20.59 20.59 Z 1
” ” Frc 1
Altura altura NCFS000 0.668984
de de SP 1
el el DA0MS0 1
centro centro NCMS000 0.999117
de de SP 0.999961
radiación radiación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
antena antena NCFS000 1
sobre sobre SP 0.997804
el el DA0MS0 1
lugar lugar NCMS000 1
de de SP 0.999961
instalación instalación NCFS000 1
( ( Fpa 1
m metro NCMN000 0.581522
) ) Fpt 1
: : Fd 1
52.00 52.00 Z 1
Altura altura NP00000 1
de de SP 1
el el DA0MS0 1
centro centro NCMS000 0.999117
de de SP 0.999961
radiación radiación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
antena antena NCFS000 1
en en SP 1
relación relación NCFS000 1
a a SP 1
el el DA0MS0 1
terreno terreno NCMS000 0.997238
promedio promedio NCMS000 0.991803
entre entre SP 0.980341
3 3 Z 1
y y CC 0.999989
16_km LN_km:16 Zu 1
( ( Fpa 1
m metro NCMN000 0.581522
) ) Fpt 1
: : Fd 1
269.455 269455 Z 1
Potencia potencia NP00000 1
de de SP 0.999961
operación operación NCFS000 1
de de SP 1
el el DA0MS0 1
equipo equipo NCMS000 0.999728
transmisor transmisor AQ0MS00 0.461286
( ( Fpa 1
kW k_w NCFS000 1
) ) Fpt 1
: : Fd 1
6.65 6.65 Z 1
SEGUNDO segundo NP00000 1
. . Fp 1

Se se P00CN00 0.494509
fija fijar VMIP3S0 0.308271
el el DA0MS0 1
monto monto NCMS000 0.939852
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
pagar pagar VMN0000 1
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
por por SP 1
el el DA0MS0 1
incremento incremento NCMS000 0.998084
en en SP 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
habitantes habitante NCCP000 1
contenidos contener VMP00PM 0.256098
el el DA0MS0 1
contorno contorno NCMS000 0.989726
de de SP 0.999961
servicio servicio NCMS000 1
audible audible AQ0CS00 1
de de SP 0.999961
74 74 Z 1
dBu d_bu NCFS000 1
derivado derivar VMP00SM 0.623747
de de SP 0.999961
las el DA0FP0 0.988184
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
señaladas señalar VMP00PF 1
en en SP 1
el el DA0MS0 1
Resolutivo_PRIMERO resolutivo_primero NP00000 1
, , Fc 1
por por SP 1
la el DA0FS0 0.98926
cantidad cantidad NCFS000 1
de de SP 0.999961
$84,848 $84,848 Z 1
( ( Fpa 1
Ochenta_y_cuatro_mil_ochocientos_cuarenta_y_ocho_pesos $_CUP:84848 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
ser ser VSN0000 0.959637
enterada enterar VMP00SF 0.623747
en en SP 1
una uno DI0FS0 0.951973
sola solo AQ0FS00 1
exhibición exhibición NCFS000 1
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1

La el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
Resolutivo_PRIMERO resolutivo_primero NP00000 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
sujeta sujeto AQ0FS00 0.953488
a a SP 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
la el DA0FS0 0.98926
contraprestación contraprestación NCFS000 1
a a SP 0.998775
que que PR0CN00 0.550139
hace_referencia hacer_referencia VMIP3S0 1
el el DA0MS0 1
Resolutivo_SEGUNDO resolutivo_segundo NP00000 1
, , Fc 1
misma mismo PI0FS00 0.18316
que que PR0CN00 0.550139
deberá deber VMIF3S0 1
ser ser VSN0000 0.959637
enterada enterar VMP00SF 0.623747
por por SP 1
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
, , Fc 1
en en SP 1
una uno DI0FS0 0.951973
sola solo AQ0FS00 1
exhibición exhibición NCFS000 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
30_días TM_d:30 Zu 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
a a SP 0.998775
aquel aquel DD0MS0 0.879147
en en SP 1
que que CS 0.449861
surta surtir VMSP3S0 0.634854
efectos efecto NCMP000 1
la el DA0FS0 0.98926
notificación notificación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
, , Fc 1
presentando presentar VMG0000 1
el el DA0MS0 1
comprobante comprobante NCMS000 1
de de SP 0.999961
dicho decir VMP00SM 0.997159
pago pago NCMS000 0.995283
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
. . Fp 1

CUARTO cuarto NCMS000 0.343537
. . Fp 1

Se se P00CN00 0.494509
instruye instruir VMIP3S0 0.989241
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
a a SP 0.998775
notificar notificar VMN0000 1
personalmente personalmente RG 1
a a SP 0.998775
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
el el DA0MS0 1
contenido contenido NCMS000 0.993421
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

QUINTO quinto NCMS000 0.262887
. . Fp 1

En en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
156 156 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
, , Fc 1
una_vez_que una_vez_que CS 1
Carlos_de_Jesús_Quiñonez_Armendáriz carlos_de_jesús_quiñonez_armendáriz NP00000 1
exhiba exhibir VMSP3S0 0.634863
ante ante SP 0.999744
este este DD0MS0 0.949201
Instituto_Federal_de_Telecomunicaciones instituto_federal_de_telecomunicaciones NP00000 1
el el DA0MS0 1
comprobante comprobante NCMS000 1
de de SP 0.999961
pago pago NCMS000 0.995283
a a SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
hace_referencia hacer_referencia VMIP3S0 1
en en SP 1
el el DA0MS0 1
Resolutivo_Tercero resolutivo_tercero NP00000 1
, , Fc 1
contara contar VMSI3S0 0.65
con con SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
180 180 Z 1
( ( Fpa 1
ciento_ochenta 180 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
, , Fc 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
surta surtir VMSP3S0 0.634854
efectos efecto NCMP000 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
para para SP 0.999834
realizar realizar VMN0000 1
los el DA0MP0 0.992728
trabajos trabajo NCMP000 1
de de SP 0.999961
instalación instalación NCFS000 1
que que PR0CN00 0.550139
implican implicar VMIP3P0 1
las el DA0FP0 0.988184
modificaciones modificación NCFP000 1
técnicas técnico AQ0FP00 0.300493
autorizadas autorizar VMP00PF 1
en en SP 1
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
resolución resolución NCFS000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
