RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_OTORGA_A_FAVOR_DE_LA_UNIVERSIDAD_AUTÓNOMA_CHAPINGO_UNA_CONCESIÓN_PARA_USAR_Y_APROVECHAR_BANDAS_DE_FRECUENCIA_DE_EL_ESPECTRO_RADIOELÉCTRICO_PARA_USO_PÚBLICO resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_otorga_a_favor_de_la_universidad_autónoma_chapingo_una_concesión_para_usar_y_aprovechar_bandas_de_frecuencia_de_el_espectro_radioeléctrico_para_uso_público NP00000 1
público público AQ0MS00 0.409696
o o CC 0.999864
el el DA0MS0 1
concesionario concesionario NCMS000 0.488737
o o CC 0.999864
permisionario permisionario NCMS000 0.488737
de de SP 0.999961
servicios servicio NCMP000 1
públicos público AQ0MP00 0.974537
distintos distinto AQ0MP00 0.321429
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
o o CC 0.999864
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
que que PR0CN00 0.550139
guardan guardar VMIP3P0 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
, , Fc 1
especificando especificar VMG0000 1
de de SP 0.999961
qué qué DT0CN0 0.216289
manera manera NCFS000 1
se se P00CN00 0.494509
relaciona relacionar VMIP3S0 0.989241
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
con con SP 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
fines fin NCMP000 0.994186
. . Fp 1

IV iv NP00000 0.47288
. . Fp 1

Capacidad_Técnica capacidad_técnica NP00000 1
, , Fc 1
Económica económica NP00000 1
, , Fc 1
Jurídica jurídica NP00000 1
y y CC 0.999989
Administrativa_Capacidad_Técnica administrativa_capacidad_técnica NP00000 1
. . Fp 1

Acreditar acreditar VMN0000 1
que que CS 0.449861
dispone disponer VMIP3S0 1
o o CC 0.999864
puede poder VMIP3S0 0.999693
disponer disponer VMN0000 1
con con SP 1
la el DA0FS0 0.98926
capacidad capacidad NCFS000 1
técnica técnico AQ0FS00 0.294798
para para SP 0.999834
realizar realizar VMN0000 1
las el DA0FP0 0.988184
instalaciones instalación NCFP000 1
necesarias necesario AQ0FP00 1
, , Fc 1
así_como así_como CC 1
para para SP 0.999834
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
radiodifusión radiodifusión NCFS000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
su su DP3CSN 1
proyecto proyecto NCMS000 0.999084
. . Fp 1

Capacidad_Económica capacidad_económica NP00000 1
. . Fp 1

Presentar presentar VMN0000 1
los el DA0MP0 0.992728
documentos documento NCMP000 1
que que PR0CN00 0.550139
acrediten acreditar VMSP3P0 0.941964
su su DP3CSN 1
solvencia solvencia NCFS000 1
económica económico AQ0FS00 1
para para SP 0.999834
la el DA0FS0 0.98926
implementación implementación NCFS000 1
y y CC 0.999989
desarrollo desarrollo NCMS000 0.99884
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
. . Fp 1

En en SP 1
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
Concesiones_Únicas_para_Uso_Público concesiones_únicas_para_uso_público NP00000 1
, , Fc 1
el el DA0MS0 1
Interesado interesado NP00000 1
deberá deber VMIF3S0 1
acreditar acreditar VMN0000 1
que que CS 0.449861
cuenta contar VMIP3S0 0.768585
con con SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
público público AQ0MS00 0.409696
necesario necesario AQ0MS00 1
para para SP 0.999834
llevar_a_cabo llevar_a_cabo VMN0000 1
la el DA0FS0 0.98926
implementación implementación NCFS000 1
y y CC 0.999989
desarrollo desarrollo NCMS000 0.99884
de de SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
, , Fc 1
o o CC 0.999864
que que PR0CN00 0.550139
se se P00CN00 0.494509
ha haber VAIP3S0 0.999889
solicitado solicitar VMP00SM 1
conforme_a conforme_a SP 1
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
. . Fp 1

Capacidad_Jurídica capacidad_jurídica NP00000 1
. . Fp 1

La el DA0FS0 0.98926
capacidad capacidad NCFS000 1
jurídica jurídico AQ0FS00 1
de de SP 1
el el DA0MS0 1
Interesado interesado NP00000 1
se se P00CN00 0.494509
acreditará acreditar VMIF3S0 1
con con SP 1
lo el DA00S0 0.665165
señalado señalar VMP00SM 1
por por SP 1
la el DA0FS0 0.98926
fracción fracción NCFS000 1
I i NP00000 1
, , Fc 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
de de SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
Considerando considerando NP00000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
la el DA0FS0 0.98926
nacionalidad nacionalidad NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
dependencias dependencia NCFP000 1
, , Fc 1
entidades entidad NCFP000 1
o o CC 0.999864
instituciones institución NCFP000 1
públicas público AQ0FP00 1
quedará quedar VMIF3S0 1
acreditada acreditar VMP00SF 0.623732
con con SP 1
su su DP3CSN 1
legal legal AQ0CS00 1
existencia existencia NCFS000 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
que que PR0CN00 0.550139
les le PP3CPD0 1
sea ser VSSP1S0 0.49434
aplicable aplicable AQ0CS00 1
derivado derivar VMP00SM 0.623747
de de SP 0.999961
su su DP3CSN 1
naturaleza naturaleza NCFS000 1
jurídica jurídico AQ0FS00 1
. . Fp 1

Capacidad_Administrativa capacidad_administrativa NP00000 1
. . Fp 1

Acreditar acreditar VMN0000 1
que que CS 0.449861
cuenta contar VMIP3S0 0.768585
con con SP 1
la el DA0FS0 0.98926
capacidad capacidad NCFS000 1
administrativa administrativo AQ0FS00 0.661294
para para SP 0.999834
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
radiodifusión radiodifusión NCFS000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
su su DP3CSN 1
proyecto proyecto NCMS000 0.999084
, , Fc 1
describiendo describir VMG0000 1
de de SP 0.999961
manera manera NCFS000 1
clara claro AQ0FS00 0.994505
sus su DP3CPN 0.999903
procesos proceso NCMP000 1
administrativos administrativo AQ0MP00 0.788462
de de SP 0.999961
atención atención NCFS000 0.997312
a a SP 0.998775
usuarios usuario NCMP000 0.78169
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
audiencias audiencia NCFP000 1
, , Fc 1
recepción recepción NCFS000 1
, , Fc 1
tramitación tramitación NCFS000 1
y y CC 0.999989
atención atención NCFS000 0.997312
de de SP 0.999961
quejas queja NCFP000 0.983871
, , Fc 1
y y CC 0.999989
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
facturación facturación NCFS000 1
y y CC 0.999989
demás demás DI0CP0 0.280093
procesos proceso NCMP000 1
administrativos administrativo AQ0MP00 0.788462
. . Fp 1

Para para SP 0.999834
el el DA0MS0 1
caso caso NCMS000 0.999445
de de SP 0.999961
las el DA0FP0 0.988184
dependencias dependencia NCFP000 1
, , Fc 1
entidades entidad NCFP000 1
o o CC 0.999864
instituciones institución NCFP000 1
públicas público AQ0FP00 1
deberán deber VMIF3P0 1
anexar anexar VMN0000 1
en en SP 1
copia copia NCFS000 0.874645
simple simple AQ0CS00 0.997312
de de SP 0.999961
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
que que PR0CN00 0.550139
les le PP3CPD0 1
sea ser VSSP1S0 0.49434
aplicable aplicable AQ0CS00 1
respecto_a respecto_a SP 1
su su DP3CSN 1
organización organización NCFS000 1
y y CC 0.999989
funcionamiento funcionamiento NCMS000 1
interno interno AQ0MS00 0.986014
y y CC 0.999989
, , Fc 1
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
, , Fc 1
su su DP3CSN 1
publicación publicación NCFS000 1
en en SP 1
un uno DI0MS0 0.99698
medio medio NCMS000 0.21966
oficial oficial AQ0CS00 0.986284
. . Fp 1

V._Programa v._programa NP00000 1
inicial inicial AQ0CS00 0.838542
de de SP 0.999961
cobertura cobertura NCFS000 1
Especificar especificar NP00000 1
sus su DP3CPN 0.999903
programas programa NCMP000 0.996795
y y CC 0.999989
compromisos compromiso NCMP000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
asociados asociar VMP00PM 0.623747
a a SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
, , Fc 1
precisando precisar VMG0000 1
el el DA0MS0 1
listado listado NCMS000 0.476197
de de SP 0.999961
localidades localidad NCFP000 1
o o CC 0.999864
áreas área NCFP000 1
geográficas geográfico AQ0FP00 1
en en SP 1
las el DA0FP0 0.988184
que que PR0CN00 0.550139
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
prestar prestar VMN0000 1
los el DA0MP0 0.992728
servicios servicio NCMP000 1
, , Fc 1
indicando indicar VMG0000 1
el el DA0MS0 1
nombre nombre NCMS000 0.995342
de de SP 0.999961
la el DA0FS0 0.98926
localidad localidad NCFS000 1
, , Fc 1
municipio municipio NCMS000 1
y y CC 0.999989
estado estado NCMS000 0.647596
a a SP 1
el el DA0MS0 1
que que PR0CN00 0.550139
pertenece pertenecer VMIP3S0 0.991071
, , Fc 1
así_como así_como CC 1
las el DA0FP0 0.988184
respectivas respectivo AQ0FP00 1
claves clave NCFP000 0.68093
de de SP 0.999961
área área NCFS000 1
geoestadística geoestadístico AQ0FS00 1
de de SP 1
el el DA0MS0 1
Instituto_Nacional_de_Estadística instituto_nacional_de_estadística NP00000 1
y y CC 0.999989
Geografía geografía NP00000 1
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
último último AO0MS00 1
censo censo NCMS000 0.98913
o o CC 0.999864
conteo conteo NCMS000 1
disponible disponible AQ0CS00 1
. . Fp 1

VI vi NP00000 0.499106
. . Fp 1

Pago pago NCMS000 0.99061
por por SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
. . Fp 1

Acompañar acompañar VMN0000 1
a a SP 0.998775
su su DP3CSN 1
solicitud solicitud NCFS000 1
el el DA0MS0 1
comprobante comprobante NCMS000 1
de de SP 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
o o CC 0.999864
aprovechamientos aprovechamiento NCMP000 1
, , Fc 1
que que PR0CN00 0.550139
en en SP 1
su su DP3CSN 1
caso caso NCMS000 0.999445
correspondan corresponder VMSP3P0 0.941964
, , Fc 1
por por SP 1
concepto concepto NCMS000 1
de de SP 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
en en SP 1
concordancia concordancia NCFS000 1
con con SP 1
lo el DA00S0 0.665165
previsto prever VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
86 86 Z 1
y y CC 0.999989
87 87 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
el el DA0MS0 1
Programa_Anual programa_anual NP00000 1
2016 2016 Z 1
establece establecer VMIP3S0 0.992424
en en SP 1
su su DP3CSN 1
numeral numeral NCMS000 0.349312
3.4 3.4 Z 1
el el DA0MS0 1
periodo periodo NCMS000 1
para para SP 0.999834
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
solicitudes solicitud NCFP000 1
de de SP 0.999961
concesión concesión NCFS000 1
para para SP 0.999834
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
para para SP 0.999834
prestar prestar VMN0000 1
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
comprende comprender VMIP3S0 0.738095
de de SP 1
el el DA0MS0 1
1 1 Z 1
a a SP 1
el el DA0MS0 1
15_de_febrero_de_2016 [??:15/2/2016:??.??:??] W 1
. . Fp 1

Es ser VSIP3S0 1
decir decir VMN0000 0.998575
, , Fc 1
dicho decir VMP00SM 0.997159
periodo periodo NCMS000 1
resulta resultar VMIP3S0 0.993808
aplicable aplicable AQ0CS00 1
para para SP 0.999834
las el DA0FP0 0.988184
solicitudes solicitud NCFP000 1
relativas relativo AQ0FP00 1
a a SP 0.998775
las el DA0FP0 0.988184
localidades localidad NCFP000 1
previstas prever VMP00PF 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
2.2.3.2 2.2.3.2 Z 1
de de SP 0.999961
dicho decir VMP00SM 0.997159
programa programa NCMS000 0.997879
en en SP 1
la el DA0FS0 0.98926
tabla tabla NCFS000 1
de de SP 0.999961
“ “ Fra 1
AM am NCFS000 0.345173
– – Fz 1
Uso_Público uso_público NP00000 1
” ” Frc 1
para para SP 0.999834
el el DA0MS0 1
servicio servicio NCMS000 1
de de SP 0.999961
radiodifusión radiodifusión NCFS000 1
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1

Análisis_de_la_Solicitud_de_Concesión análisis_de_la_solicitud_de_concesión NP00000 1
. . Fp 1

En en SP 1
primer 1 AO0MS00 1
lugar lugar NCMS000 1
, , Fc 1
por por SP 1
cuestión cuestión NCFS000 1
de de SP 0.999961
orden orden NCCS000 1
debe deber VMIP3S0 0.998712
señalar señalar VMN0000 1
se se PP3CN00 1
que que CS 0.449861
de de SP 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
y y CC 0.999989
revisión revisión NCFS000 1
realizado realizar VMP00SM 1
a a SP 0.998775
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
por por SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
hace hacer VMIP3S0 1
a a SP 0.998775
la el DA0FS0 0.98926
oportunidad oportunidad NCFS000 1
o o CC 0.999864
momento momento NCMS000 1
de de SP 0.999961
su su DP3CSN 1
presentación presentación NCFS000 1
, , Fc 1
se se P00CN00 0.494509
puede poder VMIP3S0 0.999693
advertir advertir VMN0000 1
que que CS 0.449861
ésta este PD0FS00 1
se se P00CN00 0.494509
presentó presentar VMIS3S0 1
ante ante SP 0.999744
la el DA0FS0 0.98926
Oficialía_de_Partes_de_el_Instituto oficialía_de_partes_de_el_instituto NP00000 1
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
el el DA0MS0 1
primer 1 AO0MS00 1
párrafo párrafo NCMS000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
86 86 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
es ser VSIP3S0 1
decir decir VMN0000 0.998575
, , Fc 1
en en SP 1
correspondencia correspondencia NCFS000 1
con con SP 1
el el DA0MS0 1
primer 1 AO0MS00 1
periodo periodo NCMS000 1
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
numeral numeral NCMS000 0.349312
3.4 3.4 Z 1
de de SP 1
el el DA0MS0 1
Programa_Anual programa_anual NP00000 1
2016 2016 Z 1
. . Fp 1

Esto este PD00S00 1
es ser VSIP3S0 1
así así RG 0.999409
dado_que dado_que CS 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
fue ser VSIS3S0 0.980739
presentada presentar VMP00SF 1
el el DA0MS0 1
15_de_febrero_de_2016 [??:15/2/2016:??.??:??] W 1
, , Fc 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
de de SP 0.999961
acuerdo acuerdo NCMS000 0.999311
a a SP 0.998775
lo el DA00S0 0.665165
indicado indicar VMP00SM 1
en en SP 1
el el DA0MS0 1
Antecedente_VI antecedente_vi NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

Por_otro_lado por_otro_lado RG 1
, , Fc 1
de de SP 1
el el DA0MS0 1
análisis análisis NCMN000 1
efectuado efectuar VMP00SM 1
a a SP 0.998775
la el DA0FS0 0.98926
información información NCFS000 1
entregada entregar VMP00SF 1
por por SP 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
en_atención_a en_atención_a SP 1
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
por por SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
85 85 Z 1
y y CC 0.999989
86 86 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
y y CC 0.999989
3 3 Z 1
de de SP 0.999961
Los_Lineamientos_Generales_para_el_Otorgamiento_de_las_Concesiones los_lineamientos_generales_para_el_otorgamiento_de_las_concesiones NP00000 1
, , Fc 1
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
que que CS 0.449861
la el DA0FS0 0.98926
Solicitud_de_Concesión solicitud_de_concesión NP00000 1
contiene contener VMIP3S0 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
datos dato NCMP000 1
: : Fd 1
1 1 Z 1
. . Fp 1

Datos_Generales_de_el_Interesado datos_generales_de_el_interesado NP00000 1
1.1 1.1 Z 1
. . Fp 1

Identidad identidad NP00000 0.331016
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
es ser VSIP3S0 1
un uno DI0MS0 0.99698
organismo organismo NCMS000 1
público público AQ0MS00 0.409696
descentralizado descentralizar VMP00SM 1
de de SP 0.999961
la el DA0FS0 0.98926
Administración_Pública_Federal administración_pública_federal NP00000 1
, , Fc 1
con con SP 1
personalidad personalidad NCFS000 1
jurídica jurídico AQ0FS00 1
, , Fc 1
patrimonio patrimonio NCMS000 1
propio propio AQ0MS00 0.998575
y y CC 0.999989
sede sede NCFS000 0.993534
de de SP 0.999961
gobierno gobierno NCMS000 0.989726
en en SP 1
Chapingo chapingo NP00000 1
, , Fc 1
Estado_de_México estado_de_méxico NP00000 1
, , Fc 1
creada crear VMP00SF 1
mediante mediante SP 0.99763
Decreto decreto NP00000 1
publicado publicar VMP00SM 1
en en SP 1
el el DA0MS0 1
DOF dof NP00000 1
el el DA0MS0 1
30_de_diciembre_de_1974 [??:30/12/1974:??.??:??] W 1
, , Fc 1
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
impartir impartir VMN0000 1
educación educación NCFS000 1
de de SP 0.999961
tipo tipo NCMS000 1
superior-técnico superior_técnico AQ0MS00 0.416849
, , Fc 1
de de SP 0.999961
licenciatura licenciatura NCFS000 1
y y CC 0.999989
de de SP 0.999961
posgrado posgrado NCMS000 1
para para SP 0.999834
formar formar VMN0000 1
personal personal NCMS000 0.288851
docente docente AQ0CS00 0.661242
, , Fc 1
investigadores investigador NCMP000 0.991803
y y CC 0.999989
técnicos técnico NCMP000 0.712766
con con SP 1
juicio juicio NCMS000 1
crítico crítico AQ0MS00 0.922535
, , Fc 1
democrático democrático AQ0MS00 1
, , Fc 1
nacionalista nacionalista AQ0CS00 0.737069
y y CC 0.999989
humanístico humanístico AQ0MS00 1
para para SP 0.999834
contribuir contribuir VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
solución solución NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
problemas problema NCMP000 1
de de SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
, , Fc 1
así_como así_como CC 1
preservar preservar VMN0000 1
, , Fc 1
difundir difundir VMN0000 1
y y CC 0.999989
acrecentar acrecentar VMN0000 1
la el DA0FS0 0.98926
cultura cultura NCFS000 1
y y CC 0.999989
promover promover VMN0000 1
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 1
el el DA0MS0 1
hombre hombre NCMS000 0.990108
especialmente especialmente RG 1
en en SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
para para SP 0.999834
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
sociedad sociedad NCFS000 1
más más RG 0.99993
justa justo AQ0FS00 0.952941
y y CC 0.999989
creadora creador AQ0FS00 0.661294
y y CC 0.999989
pugnar pugnar VMN0000 1
porque porque CS 1
las el DA0FP0 0.988184
innovaciones innovación NCFP000 1
científicas científico AQ0FP00 0.97619
y y CC 0.999989
tecnológicas tecnológico AQ0FP00 1
lleguen llegar VMSP3P0 0.822581
oportunamente oportunamente RG 1
a a SP 1
el el DA0MS0 1
sector sector NCMS000 1
rural rural AQ0CS00 1
, , Fc 1
a_fin_de a_fin_de SP 1
promover promover VMN0000 1
el el DA0MS0 1
cambio cambio NCMS000 0.998705
social social AQ0CS00 0.998783
para para SP 0.999834
lograr lograr VMN0000 1
un uno DI0MS0 0.99698
mejor mejor AQ0CS00 0.787388
nivel nivel NCMS000 1
económico económico AQ0MS00 1
y y CC 0.999989
cultural cultural AQ0CS00 1
de de SP 0.999961
sus su DP3CPN 0.999903
miembros miembro NCMP000 0.998938
. . Fp 1

La el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
, , Fc 1
es ser VSIP3S0 1
una uno DI0FS0 0.951973
institución institución NCFS000 1
educativa educativo AQ0FS00 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
caracteriza caracterizar VMIP3S0 0.983871
por por SP 1
su su DP3CSN 1
compromiso compromiso NCMS000 1
social social AQ0CS00 0.998783
con con SP 1
el el DA0MS0 1
medio medio NCMS000 0.21966
rural rural AQ0CS00 1
de de SP 1
el el DA0MS0 1
país país NCMS000 1
, , Fc 1
en en SP 1
la el DA0FS0 0.98926
búsqueda búsqueda NCFS000 1
de de SP 0.999961
lograr lograr VMN0000 1
una uno DI0FS0 0.951973
sociedad sociedad NCFS000 1
justa justo AQ0FS00 0.952941
y y CC 0.999989
democrática democrático AQ0FS00 1
, , Fc 1
con con SP 1
su su DP3CSN 1
espíritu espíritu NCMS000 1
humanista humanista AQ0CS00 0.58622
y y CC 0.999989
una uno DI0FS0 0.951973
filosofía filosofía NCFS000 1
hacia hacia SP 1
la el DA0FS0 0.98926
universalidad universalidad NCFS000 1
de de SP 1
el el DA0MS0 1
conocimiento conocimiento NCMS000 1
como como CS 0.967153
la el DA0FS0 0.98926
fuente fuente NCFS000 1
principal principal AQ0CS00 0.984551
para para SP 0.999834
el el DA0MS0 1
progreso progreso NCMS000 0.996032
de de SP 0.999961
nuestros nuestro DP1MPP 0.920918
pueblos pueblo NCMP000 1
. . Fp 1

Actualmente actualmente RG 1
la el DA0FS0 0.98926
Universidad_ACh universidad_ach NP00000 1
es ser VSIP3S0 1
una uno DI0FS0 0.951973
institución institución NCFS000 1
académica académico AQ0FS00 0.415968
de de SP 1
el el DA0MS0 1
sector sector NCMS000 1
agropecuario agropecuario AQ0MS00 1
líder líder NCCS000 1
en en SP 1
América_Latina américa_latina NP00000 1
